quantity,UnitePrice,discount,date,retail price,product_name,area,city
1,99,31,2022-08-18T07:54:11Z,99,product x ,Fleming,North
4,99,33,2022-08-23T07:50:41Z,99,product x ,Fleming,North
1,45,29,2022-08-27T06:36:51Z,45,product z,Fleming,North
9,99,35,2022-08-28T07:53:54Z,99,product x ,Fleming,North
5,45,32,2022-09-10T07:46:42Z,45,product z,Fleming,North
2,16,20,2022-09-19T08:37:45Z,16,product y,Fleming,North
1,99,34,2022-09-24T07:30:25Z,99,product x ,Fleming,North
1,99,33,2022-09-25T08:03:51Z,99,product x ,Fleming,North
1,99,34,2022-09-26T07:23:48Z,99,product x ,Fleming,North
4,16,19,2022-09-29T07:54:08Z,16,product y,Fleming,North
1,99,33,2022-10-01T07:00:49Z,99,product x ,Fleming,North
1,99,33,2022-10-01T07:46:30Z,99,product x ,Fleming,North
2,99,33,2022-10-02T08:10:10Z,99,product x ,Fleming,North
1,99,33,2022-10-06T08:22:25Z,99,product x ,Fleming,North
2,99,33,2022-10-15T07:19:08Z,99,product x ,Fleming,North
3,45,30,2022-10-22T07:28:24Z,45,product z,Fleming,North
2,99,33,2022-10-24T07:11:48Z,99,product x ,Fleming,North
3,99,34,2022-10-26T01:52:28Z,99,product x ,Fleming,North
1,99,34,2022-10-27T07:33:11Z,99,product x ,Fleming,North
4,99,32,2022-10-31T03:23:04Z,99,product x ,Fleming,North
1,99,34,2022-11-06T03:09:36Z,99,product x ,Fleming,North
1,99,34,2022-11-07T07:31:04Z,99,product x ,Fleming,North
3,99,32,2022-11-08T01:15:34Z,99,product x ,Fleming,North
1,99,32,2022-11-09T00:32:46Z,99,product x ,Fleming,North
2,45,31,2022-11-12T05:57:42Z,45,product z,Fleming,North
4,45,31,2022-11-13T07:45:49Z,45,product z,Fleming,North
1,99,34,2022-11-20T08:08:19Z,99,product x ,Fleming,North
3,99,33,2022-11-22T08:12:26Z,99,product x ,Fleming,North
7,99,33,2022-11-26T05:46:09Z,99,product x ,Fleming,North
1,99,33,2022-11-27T07:37:39Z,99,product x ,Fleming,North
2,45,31,2022-11-27T07:37:39Z,45,product z,Fleming,North
2,99,33,2022-11-30T06:55:52Z,99,product x ,Fleming,North
2,99,35,2022-12-03T07:33:46Z,99,product x ,Fleming,North
2,99,32,2022-12-06T06:38:01Z,99,product x ,Fleming,North
2,99,34,2022-12-08T00:52:13Z,99,product x ,Fleming,North
2,99,34,2022-12-10T07:00:52Z,99,product x ,Fleming,North
4,45,32,2022-12-20T07:27:54Z,45,product z,Fleming,North
1,99,32,2022-12-25T07:41:15Z,99,product x ,Fleming,North
2,99,34,2022-12-27T07:31:24Z,99,product x ,Fleming,North
1,99,34,2022-12-28T07:49:19Z,99,product x ,Fleming,North
1,99,34,2022-12-29T07:31:14Z,99,product x ,Fleming,North
1,99,34,2022-12-31T07:49:24Z,99,product x ,Fleming,North
2,45,30,2023-01-01T07:39:23Z,45,product z,Fleming,North
2,99,34,2023-01-03T07:26:55Z,99,product x ,Fleming,North
1,45,30,2023-01-04T03:51:44Z,45,product z,Fleming,North
2,45,29,2023-01-07T07:18:02Z,45,product z,Fleming,North
2,99,32,2023-01-07T07:18:03Z,99,product x ,Fleming,North
2,45,29,2023-01-08T07:57:22Z,45,product z,Fleming,North
1,99,32,2023-01-08T07:57:23Z,99,product x ,Fleming,North
5,99,33,2023-01-08T07:57:24Z,99,product x ,Fleming,North
3,99,32,2023-01-11T16:03:46Z,99,product x ,Fleming,North
1,99,33,2023-01-12T09:01:14Z,99,product x ,Fleming,North
2,99,33,2023-01-14T07:02:25Z,0,product x ,Fleming,North
5,99,28,2023-01-17T07:51:04Z,99,product x ,Fleming,North
2,99,27,2023-01-17T07:51:06Z,99,product x ,Fleming,North
3,89.75,32,2022-02-20T14:46:00Z,89.75,product x ,El-Seyouf,North
2,99,33,2023-01-07T19:43:36Z,99,product x ,El-Seyouf,North
1,45,30,2022-07-07T11:49:20Z,55,product z,Miamy,North
1,16,19,2022-10-03T08:05:43Z,16,product y,Miamy,North
24,16,20,2022-02-16T14:49:32Z,16,product y,Miamy,North
4,16,20,2022-02-20T20:31:03Z,16,product y,Miamy,North
2,89.75,32,2022-02-13T11:01:23Z,89.75,product x ,Zizenia,North
1,99,32,2022-12-15T10:09:43Z,99,product x ,Zizenia,North
2,89.75,34,2022-07-03T15:39:35Z,99,product x ,Zizenia,North
7,99,29,2022-07-31T21:42:07Z,99,product x ,Miamy,North
4,99,33,2022-09-20T11:52:35Z,99,product x ,Miamy,North
2,99,33,2022-10-10T23:15:43Z,99,product x ,Miamy,North
2,99,33,2022-10-10T21:27:16Z,99,product x ,Miamy,North
1,99,33,2022-10-17T12:03:20Z,99,product x ,Miamy,North
2,45,32,2022-10-18T10:25:39Z,45,product z,Miamy,North
10,89.75,33,2022-02-15T10:24:08Z,89.75,product x ,Miamy,North
2,45,24,2022-02-18T10:39:10Z,45,product z,El-Seyouf,North
5,16,13,2022-08-23T11:09:02Z,16,product y,El-Seyouf,North
2,45,29,2022-08-23T11:09:02Z,45,product z,El-Seyouf,North
5,16,13,2022-08-31T07:50:11Z,16,product y,El-Seyouf,North
1,99,33,2022-09-19T08:26:59Z,99,product x ,El-Seyouf,North
3,16,21,2022-10-19T07:53:59Z,16,product y,El-Seyouf,North
3,16,18,2022-10-25T09:06:31Z,16,product y,El-Seyouf,North
1,45,28,2022-11-03T06:57:48Z,45,product z,El-Seyouf,North
1,16,11,2022-11-03T06:57:48Z,16,product y,El-Seyouf,North
2,16,6,2022-12-08T05:28:21Z,16,product y,El-Seyouf,North
2,89.75,31,2022-05-11T12:10:16Z,89.75,product x ,Sidy Bishr,North
1,45,29,2022-07-02T13:25:56Z,45,product z,Sidy Bishr,North
2,45,29,2022-07-12T12:41:58Z,45,product z,Sidy Bishr,North
3,45,27,2022-07-23T13:49:44Z,45,product z,Sidy Bishr,North
8,45,27,2022-07-24T13:29:15Z,45,product z,Sidy Bishr,North
5,16,19,2022-09-17T14:17:49Z,16,product y,Sidy Bishr,North
5,16,19,2022-10-02T13:45:27Z,16,product y,Sidy Bishr,North
3,16,21,2022-10-22T13:11:44Z,16,product y,Sidy Bishr,North
15,16,19,2022-11-02T13:04:55Z,16,product y,Sidy Bishr,North
2,45,30,2022-11-12T13:02:58Z,45,product z,Sidy Bishr,North
1,99,32,2022-11-17T12:28:56Z,99,product x ,Sidy Bishr,North
2,99,32,2022-11-19T13:37:15Z,99,product x ,Sidy Bishr,North
2,45,28,2023-01-05T12:36:12Z,45,product z,Sidy Bishr,North
1,45,28,2023-01-16T13:26:10Z,45,product z,Sidy Bishr,North
2,89.75,33,2022-03-12T07:54:08Z,89.75,product x ,El-Agamy,North
5,89.75,33,2022-03-19T22:26:15Z,89.75,product x ,El-Agamy,North
5,89.75,31,2022-04-18T23:12:24Z,99,product x ,El-Agamy,North
5,45,28,2022-05-15T23:19:46Z,45,product z,El-Agamy,North
1,16,1,2022-06-05T22:19:37Z,16,product y,El-Agamy,North
10,16,3,2022-06-21T23:42:24Z,16,product y,El-Agamy,North
5,45,27,2022-07-20T23:48:35Z,45,product z,El-Agamy,North
3,99,31,2022-08-13T23:01:44Z,99,product x ,El-Agamy,North
6,99,35,2022-08-28T21:43:21Z,99,product x ,El-Agamy,North
10,16,19,2022-10-11T21:04:43Z,16,product y,El-Agamy,North
10,45,31,2022-11-30T21:16:11Z,45,product z,El-Agamy,North
3,99,34,2022-12-28T22:29:36Z,99,product x ,El-Agamy,North
5,89.75,33,2022-03-15T11:06:48Z,89.75,product x ,Bahary,North
10,99,33,2022-08-23T09:26:31Z,99,product x ,Bahary,North
2,16,6,2022-11-28T11:40:29Z,16,product y,Bahary,North
2,89.75,32,2022-02-23T06:21:57Z,89.75,product x ,Nasr City,Cairo
3,89.75,32,2022-02-24T09:41:18Z,89.75,product x ,Nasr City,Cairo
2,89.75,31,2022-02-24T11:01:14Z,99,product x ,Nasr City,Cairo
2,89.75,31,2022-02-27T06:07:10Z,99,product x ,Nasr City,Cairo
3,89.75,31,2022-03-06T07:13:18Z,99,product x ,Nasr City,Cairo
4,89.75,32,2022-05-07T08:46:59Z,99,product x ,Nasr City,Cairo
2,89.75,32,2022-05-11T12:58:17Z,99,product x ,Nasr City,Cairo
2,89.75,31,2022-05-25T07:54:51Z,99,product x ,Nasr City,Cairo
1,99,32,2022-08-18T05:09:59Z,99,product x ,Nasr City,Cairo
1,99,32,2022-08-24T08:29:14Z,99,product x ,Nasr City,Cairo
1,99,36,2022-09-20T07:04:47Z,99,product x ,Nasr City,Cairo
2,99,33,2022-09-24T07:54:35Z,99,product x ,Nasr City,Cairo
2,99,33,2022-10-01T11:57:13Z,99,product x ,Nasr City,Cairo
2,99,33,2022-10-10T07:59:57Z,99,product x ,Nasr City,Cairo
3,99,34,2022-10-29T13:45:54Z,99,product x ,Nasr City,Cairo
1,99,30,2022-11-03T06:56:55Z,99,product x ,Nasr City,Cairo
2,99,33.1,2022-11-08T04:16:09Z,99,product x ,Nasr City,Cairo
2,99,33.1,2022-11-14T04:25:46Z,99,product x ,Nasr City,Cairo
2,99,32.01,2022-11-29T06:03:59Z,99,product x ,Nasr City,Cairo
2,99,34,2022-12-12T08:45:17Z,99,product x ,Nasr City,Cairo
1,45,31.05,2022-12-14T08:01:59Z,45,product z,Nasr City,Cairo
2,89.75,31,2022-02-14T11:08:34Z,89.75,product x ,Miamy,North
1,89.75,33,2022-03-14T11:07:49Z,89.75,product x ,Smouha,North
1,89.75,20,2022-03-29T14:53:52Z,89.75,product x ,Smouha,North
50,16,20,2022-03-05T16:59:51Z,16,product y,,North
1,16,2,2022-02-26T16:33:39Z,16,product y,Glym,North
1,89.75,31,2022-02-14T20:49:46Z,89.75,product x ,El-Seyouf,North
3,45,26,2022-02-15T20:11:45Z,45,product z,El-Seyouf,North
1,45,26,2022-02-19T21:34:56Z,45,product z,El-Seyouf,North
5,16,19,2022-10-01T14:25:57Z,16,product y,Smouha,North
2,89.75,33,2022-02-15T22:40:52Z,89.75,product x ,El-Seyouf,North
1,45,26,2022-02-24T14:10:22Z,45,product z,El-Seyouf,North
2,45,23,2022-03-08T11:47:53Z,45,product z,El-Seyouf,North
2,45,25,2022-03-10T12:17:11Z,45,product z,El-Seyouf,North
2,89.75,30,2022-03-26T11:07:45Z,99,product x ,El-Seyouf,North
2,45,30,2022-04-07T22:31:22Z,45,product z,El-Seyouf,North
2,89.75,32,2022-04-16T12:11:06Z,99,product x ,El-Seyouf,North
3,89.75,31,2022-04-30T11:01:49Z,99,product x ,El-Seyouf,North
2,45,31,2022-04-30T11:01:49Z,45,product z,El-Seyouf,North
3,89.75,31,2022-05-19T10:00:13Z,99,product x ,El-Seyouf,North
1,45,27,2022-05-24T11:39:44Z,45,product z,El-Seyouf,North
1,45,29,2022-07-05T11:42:26Z,45,product z,El-Seyouf,North
3,45,31,2022-10-01T07:46:51Z,45,product z,El-Seyouf,North
4,16,19,2022-10-01T07:46:51Z,16,product y,El-Seyouf,North
2,99,32,2022-10-03T06:52:38Z,99,product x ,El-Seyouf,North
2,99,33,2022-10-09T11:08:58Z,99,product x ,El-Seyouf,North
4,16,19,2022-10-11T07:55:06Z,16,product y,El-Seyouf,North
1,45,31,2022-10-12T07:45:45Z,45,product z,El-Seyouf,North
2,99,31,2022-10-13T08:11:41Z,99,product x ,El-Seyouf,North
4,16,21,2022-10-18T07:22:20Z,16,product y,El-Seyouf,North
3,45,29,2022-10-20T07:45:14Z,45,product z,El-Seyouf,North
3,45,25,2022-10-22T08:05:13Z,45,product z,El-Seyouf,North
5,16,21,2022-10-24T08:25:17Z,16,product y,El-Seyouf,North
3,45,28,2022-10-31T08:23:01Z,45,product z,El-Seyouf,North
2,99,32,2022-11-05T09:59:20Z,99,product x ,El-Seyouf,North
2,16,11,2022-11-13T00:08:39Z,16,product y,El-Seyouf,North
1,99,32,2022-11-13T00:08:40Z,99,product x ,El-Seyouf,North
3,16,8,2022-11-15T11:57:19Z,16,product y,El-Seyouf,North
2,16,7,2022-11-20T23:01:21Z,0,product y,El-Seyouf,North
2,45,30,2022-11-26T07:30:24Z,45,product z,El-Seyouf,North
2,16,7,2022-11-26T07:35:13Z,0,product y,El-Seyouf,North
1,45,30,2022-11-27T07:42:07Z,45,product z,El-Seyouf,North
2,45,30,2022-12-01T08:06:22Z,45,product z,El-Seyouf,North
2,16,6,2022-12-04T08:42:16Z,16,product y,El-Seyouf,North
2,16,6,2022-12-04T08:42:50Z,16,product y,El-Seyouf,North
6,22,19,2022-12-15T10:13:52Z,0,product y,El-Seyouf,North
4,16,8,2022-12-22T03:00:30Z,16,product y,El-Seyouf,North
2,99,32,2022-12-25T10:15:06Z,99,product x ,El-Seyouf,North
4,16,8,2022-12-27T10:56:09Z,16,product y,El-Seyouf,North
1,45,28,2022-12-28T11:21:00Z,45,product z,El-Seyouf,North
1,99,31,2023-01-05T08:02:03Z,99,product x ,El-Seyouf,North
1,99,32,2023-01-07T11:20:50Z,99,product x ,El-Seyouf,North
1,45,29,2023-01-07T11:20:51Z,45,product z,El-Seyouf,North
1,99,32,2023-01-08T11:37:36Z,99,product x ,El-Seyouf,North
1,99,31,2023-01-15T01:07:53Z,99,product x ,El-Seyouf,North
3,45,28,2022-07-31T12:17:37Z,45,product z,Smouha,North
2,89.75,30,2022-03-13T15:36:14Z,99,product x ,Loran,North
2,16,20,2022-09-21T12:37:41Z,16,product y,Loran,North
5,89.75,30,2022-06-05T09:19:51Z,99,product x ,Faisal,Giza
30,16,15,2022-08-27T11:50:54Z,22,product y,Faisal,Giza
5,99,35,2022-09-05T11:47:19Z,99,product x ,Faisal,Giza
30,16,16,2022-09-17T14:20:15Z,16,product y,Faisal,Giza
50,16,20,2022-09-25T03:14:35Z,16,product y,Faisal,Giza
5,99,36,2022-09-26T02:20:31Z,99,product x ,Faisal,Giza
30,16,16,2022-09-27T05:10:38Z,16,product y,Faisal,Giza
50,16,20,2022-10-04T12:08:14Z,22,product y,Faisal,Giza
50,16,21,2022-10-26T14:29:12Z,22,product y,Faisal,Giza
5,99,34,2022-11-06T12:32:35Z,99,product x ,Faisal,Giza
30,16,12,2022-11-15T12:58:53Z,16,product y,Faisal,Giza
5,99,36,2022-11-28T00:26:38Z,99,product x ,Faisal,Giza
3,99,36,2022-12-01T14:05:47Z,99,product x ,Faisal,Giza
20,16,8,2022-12-13T01:31:27Z,16,product y,Faisal,Giza
30,16,9,2022-12-18T02:06:45Z,22,product y,Faisal,Giza
10,22,23,2022-12-30T23:50:53Z,22,product y,Faisal,Giza
3,16,17,2022-11-01T19:21:23Z,16,product y,Burj Al-Arab,North
5,16,13,2022-11-01T20:26:42Z,16,product y,Burj Al-Arab,North
3,16,13,2022-11-02T01:32:36Z,16,product y,Burj Al-Arab,North
2,99,35,2022-12-03T11:21:09Z,99,product x ,Burj Al-Arab,North
2,99,34,2022-12-12T11:59:08Z,99,product x ,Burj Al-Arab,North
5,45,27,2022-07-20T15:48:54Z,45,product z,Moharam Bek,North
2,16,7,2022-07-25T11:18:31Z,16,product y,Moharam Bek,North
3,16,5,2022-07-27T17:24:01Z,16,product y,Moharam Bek,North
3,16,17,2022-09-08T08:47:18Z,16,product y,Moharam Bek,North
1,99,34,2022-09-24T11:06:05Z,99,product x ,Moharam Bek,North
2,16,8,2022-12-10T11:59:20Z,16,product y,Moharam Bek,North
40,16,20,2022-03-14T20:11:11Z,16,product y,Moharam Bek,North
1,99,34,2022-10-03T00:16:28Z,99,product x ,El-Haram,Giza
1,99,34,2022-10-03T14:37:55Z,99,product x ,El-Haram,Giza
7,16,20,2022-10-03T23:37:20Z,22,product y,El-Haram,Giza
20,16,22,2022-10-09T15:30:06Z,16,product y,El-Haram,Giza
2,99,34,2022-11-30T23:24:23Z,99,product x ,El-Haram,Giza
5,89.75,33,2022-03-15T12:59:21Z,89.75,product x ,Moharam Bek,North
2,16,-1,2022-02-22T12:25:53Z,16,product y,El-Seyouf,North
4,89.75,32,2022-02-23T12:09:31Z,89.75,product x ,El-Seyouf,North
2,45,32,2022-09-13T13:07:55Z,45,product z,El-Seyouf,North
4,45,32,2022-09-15T12:39:15Z,45,product z,El-Seyouf,North
2,45,29,2022-09-15T13:35:22Z,45,product z,El-Seyouf,North
1,89.75,33,2022-03-15T12:57:22Z,89.75,product x ,Moharam Bek,North
1,16,0,2022-03-01T09:35:29Z,16,product y,Glym,North
2,89.75,32,2022-03-30T08:25:25Z,99,product x ,Glym,North
8,89.75,33,2022-04-11T11:47:37Z,99,product x ,Glym,North
10,89.75,32,2022-05-10T18:06:51Z,99,product x ,Glym,North
1,16,0,2022-05-21T09:22:16Z,16,product y,Glym,North
3,45,29,2022-06-09T09:44:26Z,45,product z,Glym,North
5,45,27,2022-07-21T10:52:51Z,45,product z,Glym,North
1,89.75,21,2022-07-23T13:07:10Z,89.75,product x ,Glym,North
3,99,33,2022-09-19T08:01:22Z,99,product x ,Glym,North
3,99,33,2022-10-01T08:47:56Z,99,product x ,Glym,North
3,45,30,2022-11-13T08:05:11Z,45,product z,Glym,North
2,99,32,2022-11-26T08:53:56Z,99,product x ,Glym,North
5,99,34,2022-11-22T12:27:06Z,99,product x ,El-Haram,Giza
8,99,35,2022-08-29T16:53:08Z,99,product x ,Moharam Bek,North
2,45,24,2022-02-23T12:46:57Z,45,product z,El-Minia City,Giza
5,99,30,2022-08-06T15:45:47Z,99,product x ,6th of October,Giza
1,99,33,2022-10-17T09:38:24Z,99,product x ,Smouha,North
1,89.75,31,2022-05-23T22:46:46Z,89.75,product x ,El-Agamy,North
2,16,20,2022-05-26T02:24:04Z,16,product y,El-Agamy,North
2,89.75,31,2022-05-30T00:10:38Z,89.75,product x ,El-Agamy,North
1,16,1,2022-05-30T09:30:35Z,16,product y,El-Agamy,North
2,16,1,2022-06-05T02:44:56Z,16,product y,El-Agamy,North
2,16,0,2022-06-18T22:39:08Z,16,product y,El-Agamy,North
2,89.75,33,2022-06-19T23:29:32Z,99,product x ,El-Agamy,North
2,16,3,2022-06-22T01:08:24Z,16,product y,El-Agamy,North
1,89.75,33,2022-06-27T23:38:10Z,99,product x ,El-Agamy,North
3,89.75,33,2022-07-03T00:51:48Z,99,product x ,El-Agamy,North
2,89.75,34,2022-07-03T23:33:50Z,99,product x ,El-Agamy,North
3,89.75,33,2022-07-11T00:49:42Z,99,product x ,El-Agamy,North
3,89.75,33,2022-07-13T01:12:50Z,99,product x ,El-Agamy,North
3,89.75,33,2022-07-14T03:58:24Z,99,product x ,El-Agamy,North
2,16,6,2022-07-17T02:34:23Z,16,product y,El-Agamy,North
2,16,8,2022-07-17T02:34:23Z,16,product y,El-Agamy,North
3,89.75,32,2022-07-17T02:34:23Z,89.75,product x ,El-Agamy,North
2,89.75,32,2022-07-18T01:24:17Z,89.75,product x ,El-Agamy,North
3,45,29,2022-07-18T01:24:17Z,55,product z,El-Agamy,North
6,89.75,31,2022-07-19T00:17:37Z,89.75,product x ,El-Agamy,North
4,45,29,2022-07-19T00:17:38Z,45,product z,El-Agamy,North
4,45,27,2022-07-24T01:38:25Z,45,product z,El-Agamy,North
2,16,20,2022-07-24T01:38:27Z,16,product y,El-Agamy,North
2,45,27,2022-07-24T01:38:27Z,45,product z,El-Agamy,North
2,16,20,2022-07-25T00:47:45Z,16,product y,El-Agamy,North
5,45,27,2022-07-26T01:13:30Z,45,product z,El-Agamy,North
4,99,29,2022-07-30T08:37:34Z,99,product x ,El-Agamy,North
3,16,15,2022-07-30T08:37:34Z,16,product y,El-Agamy,North
3,45,28,2022-07-31T01:16:18Z,45,product z,El-Agamy,North
1,99,29,2022-07-31T23:43:47Z,99,product x ,El-Agamy,North
6,16,9,2022-08-01T13:10:55Z,16,product y,El-Agamy,North
2,99,29,2022-08-04T00:21:37Z,99,product x ,El-Agamy,North
1,99,29,2022-08-06T01:01:39Z,99,product x ,El-Agamy,North
2,16,9,2022-08-08T02:46:17Z,16,product y,El-Agamy,North
3,99,31,2022-08-08T02:46:18Z,99,product x ,El-Agamy,North
4,45,30,2022-08-08T02:46:18Z,45,product z,El-Agamy,North
3,99,31,2022-08-09T03:44:43Z,99,product x ,El-Agamy,North
4,45,30,2022-08-09T03:44:44Z,45,product z,El-Agamy,North
3,45,30,2022-08-11T02:14:02Z,45,product z,El-Agamy,North
6,16,12,2022-08-13T00:49:04Z,16,product y,El-Agamy,North
2,45,30,2022-08-13T00:49:05Z,45,product z,El-Agamy,North
1,99,31,2022-08-13T00:49:05Z,99,product x ,El-Agamy,North
4,16,12,2022-08-15T03:22:41Z,16,product y,El-Agamy,North
1,99,31,2022-08-18T06:57:06Z,99,product x ,El-Agamy,North
2,99,31,2022-08-19T23:20:59Z,99,product x ,El-Agamy,North
3,16,13,2022-08-19T23:21:00Z,16,product y,El-Agamy,North
3,16,12,2022-08-19T23:21:01Z,16,product y,El-Agamy,North
3,16,12,2022-08-21T07:47:59Z,16,product y,El-Agamy,North
3,16,12,2022-08-21T07:47:59Z,16,product y,El-Agamy,North
3,16,12,2022-08-23T00:30:15Z,16,product y,El-Agamy,North
4,99,35,2022-08-23T00:30:16Z,99,product x ,El-Agamy,North
3,99,35,2022-08-24T00:42:58Z,99,product x ,El-Agamy,North
2,99,35,2022-08-27T08:54:58Z,99,product x ,El-Agamy,North
3,16,12,2022-08-27T08:54:58Z,16,product y,El-Agamy,North
3,16,14,2022-08-27T08:54:58Z,16,product y,El-Agamy,North
2,16,10,2022-08-28T09:03:02Z,16,product y,El-Agamy,North
3,16,12,2022-08-28T09:03:03Z,16,product y,El-Agamy,North
3,16,13,2022-08-28T09:03:04Z,16,product y,El-Agamy,North
2,99,35,2022-08-29T07:49:38Z,99,product x ,El-Agamy,North
1,99,35,2022-08-30T08:29:17Z,99,product x ,El-Agamy,North
4,16,13,2022-08-31T08:12:58Z,16,product y,El-Agamy,North
5,16,18,2022-09-06T09:22:09Z,16,product y,El-Agamy,North
2,16,17,2022-09-07T11:08:12Z,16,product y,El-Agamy,North
5,16,18,2022-09-10T08:21:16Z,16,product y,El-Agamy,North
10,16,20,2022-09-12T21:46:11Z,16,product y,El-Agamy,North
5,16,19,2022-09-17T08:22:24Z,16,product y,El-Agamy,North
2,99,33,2022-09-17T11:51:48Z,99,product x ,El-Agamy,North
5,16,20,2022-09-20T08:26:47Z,16,product y,El-Agamy,North
4,16,20,2022-09-22T09:07:08Z,16,product y,El-Agamy,North
3,99,34,2022-09-25T00:59:18Z,99,product x ,El-Agamy,North
1,99,34,2022-09-25T22:21:28Z,99,product x ,El-Agamy,North
1,99,34,2022-10-03T06:57:25Z,99,product x ,El-Agamy,North
5,16,20,2022-10-04T06:54:00Z,16,product y,El-Agamy,North
5,16,20,2022-10-05T13:32:00Z,16,product y,El-Agamy,North
2,99,33,2022-10-08T08:51:10Z,99,product x ,El-Agamy,North
4,45,33,2022-10-09T07:06:49Z,45,product z,El-Agamy,North
3,16,19,2022-10-11T22:38:36Z,16,product y,El-Agamy,North
2,99,34,2022-10-15T22:29:28Z,99,product x ,El-Agamy,North
2,99,34,2022-10-17T23:16:02Z,99,product x ,El-Agamy,North
2,99,33,2022-10-23T23:30:51Z,99,product x ,El-Agamy,North
6,16,21,2022-10-23T23:30:51Z,16,product y,El-Agamy,North
2,99,33,2022-10-26T23:13:34Z,99,product x ,El-Agamy,North
2,99,32,2022-10-30T22:57:49Z,99,product x ,El-Agamy,North
2,16,11,2022-10-30T22:57:49Z,16,product y,El-Agamy,North
2,16,20,2022-10-31T22:53:27Z,16,product y,El-Agamy,North
1,99,32,2022-11-01T22:37:31Z,99,product x ,El-Agamy,North
2,99,34,2022-11-04T23:07:10Z,99,product x ,El-Agamy,North
4,16,11,2022-11-05T23:30:49Z,16,product y,El-Agamy,North
3,16,11,2022-11-09T23:01:11Z,16,product y,El-Agamy,North
3,99,35,2022-11-11T22:55:32Z,99,product x ,El-Agamy,North
2,16,8,2022-11-14T23:19:23Z,16,product y,El-Agamy,North
2,16,8,2022-11-14T23:19:24Z,16,product y,El-Agamy,North
3,16,7,2022-11-15T23:22:47Z,16,product y,El-Agamy,North
4,45,30,2022-11-15T23:22:47Z,45,product z,El-Agamy,North
2,99,33,2022-11-21T23:11:49Z,99,product x ,El-Agamy,North
2,16,7,2022-11-26T22:43:17Z,0,product y,El-Agamy,North
2,16,6,2022-11-27T23:16:20Z,16,product y,El-Agamy,North
3,99,35,2022-12-03T00:13:04Z,99,product x ,El-Agamy,North
2,16,6,2022-12-05T08:10:47Z,16,product y,El-Agamy,North
4,16,6,2022-12-06T20:55:24Z,0,product y,El-Agamy,North
4,45,32,2022-12-07T23:26:34Z,45,product z,El-Agamy,North
2,16,6,2022-12-11T22:50:02Z,0,product y,El-Agamy,North
4,16,8,2022-12-12T22:41:14Z,16,product y,El-Agamy,North
10,16,6,2022-12-13T22:43:30Z,0,product y,El-Agamy,North
2,99,34,2022-12-18T01:01:05Z,99,product x ,El-Agamy,North
5,16,8,2022-12-23T22:30:27Z,16,product y,El-Agamy,North
9,16,8,2022-12-23T22:30:28Z,16,product y,El-Agamy,North
1,99,33,2022-12-27T22:36:51Z,0,product x ,El-Agamy,North
2,45,29,2022-12-30T22:53:14Z,45,product z,El-Agamy,North
2,99,33,2023-01-03T22:36:19Z,0,product x ,El-Agamy,North
1,99,33,2023-01-08T08:33:21Z,0,product x ,El-Agamy,North
2,22,24,2023-01-14T11:04:37Z,0,product y,El-Agamy,North
3,99,27,2023-01-16T22:38:33Z,99,product x ,El-Agamy,North
2,89.75,31,2022-02-20T14:36:56Z,89.75,product x ,Saba Basha,North
2,45,27,2022-04-06T02:50:18Z,45,product z,Saba Basha,North
2,89.75,34,2022-04-06T19:56:49Z,99,product x ,Saba Basha,North
3,45,25,2022-07-27T13:22:43Z,45,product z,Saba Basha,North
3,45,27,2022-03-19T01:06:53Z,45,product z,El-Seyouf,North
5,45,34,2022-09-15T12:36:45Z,45,product z,El-Haram,Giza
2,99,34,2022-10-03T11:31:20Z,99,product x ,El-Haram,Giza
10,45,33,2022-10-06T00:37:49Z,45,product z,El-Haram,Giza
1,16,16,2022-10-08T01:13:30Z,16,product y,El-Haram,Giza
1,99,33,2022-10-10T23:21:20Z,99,product x ,El-Haram,Giza
10,45,31,2022-11-08T21:21:27Z,45,product z,El-Haram,Giza
50,22,24,2023-01-11T12:48:55Z,0,product y,Bahary,North
5,45,31,2023-01-11T23:13:54Z,45,product z,Bahary,North
4,89.75,31,2022-02-25T17:47:06Z,99,product x ,El-Haram,Giza
10,89.75,33,2022-02-25T17:47:06Z,99,product x ,El-Haram,Giza
10,89.75,33,2022-02-25T18:55:17Z,99,product x ,El-Haram,Giza
20,22,24,2023-01-04T18:59:07Z,22,product y,El-Haram,Giza
1,99,36,2022-09-25T00:26:26Z,99,product x ,Faisal,Giza
2,99,35,2022-12-21T15:22:45Z,99,product x ,El-Agamy,North
2,99,35,2022-12-23T14:07:47Z,99,product x ,El-Agamy,North
1,45,31,2022-12-25T15:11:16Z,0,product z,El-Agamy,North
1,99,33,2023-01-01T10:39:35Z,0,product x ,El-Agamy,North
1,99,34,2023-01-02T09:15:26Z,99,product x ,El-Agamy,North
2,45,29,2023-01-07T10:10:37Z,45,product z,El-Agamy,North
5,89.75,33,2022-03-15T09:40:07Z,89.75,product x ,El-Werdeyan,North
25,16,20,2022-05-25T11:51:42Z,16,product y,,North
25,16,20,2022-05-30T12:25:22Z,16,product y,,North
5,89.75,32,2022-02-28T23:40:51Z,89.75,product x ,Bahary,North
5,45,26,2022-02-28T23:40:52Z,45,product z,Bahary,North
10,45,30,2022-04-02T13:03:55Z,45,product z,Bahary,North
5,89.75,31,2022-06-13T11:53:22Z,99,product x ,Bahary,North
5,45,29,2022-07-13T00:52:06Z,45,product z,Bahary,North
